Guid,Name,Type,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,Website,Industry,AnnualRevenue,NumberOfEmployees,Description,IsCustomerPortal,Jigsaw,AccountSource,SicDesc,ccrz__CustomField1__c,ccrz__CustomField2__c,ccrz__DataId__c,ccrz__PreventAddrBookSave__c,ccrz__PreventNewAddrCheckout__c,ccrz__PreventNewBillAddrCO__c,ccrz__SourceSystem__c,ccrz__TaxExemptAccount__c,ccrz__UsedByCloudcraze__c,SBQQ__AssetQuantitiesCombined__c,SBQQ__CoTermedContractsCombined__c,SBQQ__CoTerminationEvent__c,SBQQ__ContractCoTermination__c,SBQQ__IgnoreParentContractedPrices__c,SBQQ__PreserveBundle__c,SBQQ__PriceHoldEnd__c,SBQQ__RenewalModel__c,SBQQ__RenewalPricingMethod__c,SBQQ__TaxExempt__c,blng__CustomerProfileId__c,blng__DefaultPaymentType__c,CorporateLocations__c,FranchiseLocations__c,TaxID__c,BillingEmail__c,Test_Field__c,Custom_Account_Picklist__c
473ee70b-e364-4450-a992-626c81b535ca,Quimm,Customer,900 Cottage Grove Rd,Bloomfield,CT,06002-2920,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.860.226.6000,#N/A,#N/A,Media,3.7876E10,#N/A,Trek Broadcasting is the leader in Media in Bloomfield,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a199bf89-4fe5-40b0-954a-1730e9ea9711,Roomm,Prospect,151 Farmington Ave,Hartford,CT,06156-0001,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.860.273.0123,#N/A,#N/A,Energy,6.03365E10,#N/A,Initrode is the leader in Energy in Hartford,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
f31d102d-1834-431e-9411-9797b4f13959,Centimia,Customer,10 Farm Springs Rd,Farmington,CT,06032-2577,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.860.728.7000,#N/A,#N/A,Transportation,5.6098E10,#N/A,Tungsten Security Services is the leader in Transportation in Farmington,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
195e63e2-05ea-4ec5-a143-b1565f5a542d,Universal Studios,Prospect,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Entertainment,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,4.0,0.0,12-3456789,ap@universal.com,#N/A,#N/A
8299c3d7-7957-42e6-9dd6-7a5610368977,Vitz,Customer,3135 Easton Tpke,Fairfield,CT,06828-0001,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.203.373.2211,#N/A,#N/A,Technology,1.17386E11,#N/A,"Signal Processing, LLC is the leader in Technology in Fairfield",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a9a1b177-c784-46fa-9eb9-210fbf6fe851,Twitterwire,Customer,BC V6T 1A7,Vancouver,BC,#N/A,Canada,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Services,5.0E7,#N/A,Spade and Archer is the leader in Services in BC,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
bf7de214-c2b7-4ac4-b94a-9c1d1a4f714f,Trunyx,Prospect,420 Montgomery St Frnt,San Francisco,CA,94104-1205,United States,#N/A,#N/A,#N/A,420 Montgomery St Frnt,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.866.878.5865,#N/A,#N/A,Financial Services,9.0033E10,#N/A,Cryptocurrents is the leader in Financial Services in San Francisco,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
14e0c927-d219-435b-9ffa-6caf76670b0d,Jetpulse,Customer,270 Park Ave,New York,NY,10017-2014,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.212.270.6000,#N/A,#N/A,Non Profit,1.01006E11,#N/A,Human Rights Defense Fund is the leader in Non Profit in New York,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
279c5836-c16a-4e0e-b24b-5df45051c717,Realblab,Prospect,53 Park Meadow Pass,New Bedford,MA,2745,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Insurance,2.9588767E7,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ffb2ca72-66c1-4252-8763-55cf91291613,Layo,Customer,1030 Delta Blvd,Atlanta,GA,30354-1989,United States,#N/A,#N/A,#N/A,P.O. BOX 20706,Atlanta,GA,30320-6001,US,#N/A,#N/A,#N/A,1.404.715.2600,#N/A,#N/A,Shipping,4.0704E10,#N/A,Taggart Transcontinental is the leader in Shipping in Atlanta,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03aaefb6-ddea-47c2-b16a-ae2654ae44f6,Thoughtmix,Customer,1 Coca Cola Plz NW,Atlanta,GA,30313-2499,United States,#N/A,#N/A,#N/A,P.O. BOX 1734,Atlanta,GA,30301-1734,US,#N/A,#N/A,#N/A,1.404.676.2121,#N/A,#N/A,Energy,4.4294E10,#N/A,Transworld Consortium is the leader in Energy in Atlanta,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
483e9430-514d-438b-b554-0356b31ea436,JumpXS,Prospect,200 Vesey St,New York,NY,10285-0002,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.212.640.2000,#N/A,#N/A,Consumer Goods,3.4441E10,#N/A,Walken Group is the leader in Consumer Goods in New York,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a4eb496d-1d77-4fa9-92fc-a3ff141939d8,Eidel,Customer,45131 Brüsseler Platz,Bavaria,Essen,#N/A,Germany,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Government,6.52105621E8,#N/A,Tessier-Ashpool is the leader in Government in Bavaria,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
e5f28025-8c9d-40d5-b11a-cd15b0273abc,Oyoba,Customer,178 Campbell Parade,Bondi,NSW,2026,Australia,#N/A,#N/A,#N/A,178 Campbell Parade,Bondi,NSW,2026,Australia,#N/A,#N/A,#N/A,(02) 7198 7098,#N/A,#N/A,Healthcare,5.6873066E8,#N/A,Danielle Bogartz Hospital is the leader in Healthcare in Bondi,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
808ddc99-fc0c-443e-ac82-e05fd00ea161,Zoonoodle,Prospect,1 Nationwide Plz,Columbus,OH,43215-2226,United States,#N/A,#N/A,#N/A,P.O. BOX 182171,Columbus,OH,43218-2171,US,#N/A,#N/A,#N/A,1.614.249.7111,#N/A,#N/A,Media,1.5240896511E10,#N/A,Polimarc Inc. is the leader in Media in Columbus,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8442f3f8-55a8-4472-b99c-146e26a0feee,Mycat,Customer,200 Elizabeth Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,200 Elizabeth Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,(03) 7578 7328,#N/A,#N/A,Banking,1.58331476E8,#N/A,Galaxy Corp is the leader in Banking in Melbourne,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
00b3566f-1a25-48b0-85d2-047fbc68363b,Wordware,Prospect,066 Grayhawk Road,Flushing,NY,11355,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Utilities,1.5566896E7,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
18b6530b-7c0e-4e3e-9ceb-b678860ef4fd,Zoomlounge,Customer,4 Riverside Rd,Lansvale,NSW,2166,Australia,#N/A,#N/A,#N/A,4 Riverside Rd,Lansvale,NSW,2166,Australia,#N/A,#N/A,#N/A,(02) 6837 7271,#N/A,#N/A,Agriculture,9.05588171E8,#N/A,Sixty Second Avenue is the leader in Agriculture in Lansvale,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1c4757c0-18df-4695-aa6f-b37a30e4d430,Mynte,Customer,6/14-16 Freeman Rd,Chatswood,NSW,2057,Australia,#N/A,#N/A,#N/A,6/14-16 Freeman Rd,Chatswood,NSW,2057,Australia,#N/A,#N/A,#N/A,(02) 6453 6240,#N/A,#N/A,Government,6.26746894E8,#N/A,Omni Consimer Products is the leader in Government in Chatswood,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
e0c69fbb-2940-470d-8221-22645aba61f0,Mybuzz,Customer,235 E 42nd St,New York,NY,10017-5703,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.212.733.2323,#N/A,#N/A,Manufacturing,4.8851E10,#N/A,Procurabl Holdings Inc. is the leader in Manufacturing in New York,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47fbd167-5d8c-42f7-b49f-98264ab1c6a6,Popeyes,Customer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Restaurant,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,30.0,3072.0,12-3456789,billing@popeyes.co,#N/A,#N/A
a61f1184-14e5-4449-a2b6-0f7d325a9a8f,Skimia,Prospect,51 Madison Ave Bsmt 1b,New York,NY,10010-1655,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.212.576.7000,#N/A,#N/A,Healthcare,1.4139579037E10,#N/A,Athena Theraputics is the leader in Healthcare in New York,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
b5de3e8d-bc68-402e-8875-e92512e164a4,Rhynyx,Customer,120 Monument Cir Ste 200,Indianapolis,IN,46204-4902,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.317.488.6000,#N/A,#N/A,Consumer Goods,7.91565E10,#N/A,Kellerman Corp. is the leader in Consumer Goods in Indianapolis,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
61bc6180-720c-4083-964e-837037dbde9c,Yakidoo,Customer,75010,Paris,#N/A,#N/A,France,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthcare,4.528576E8,#N/A,Trevor Ferrin Hospital is the leader in Healthcare,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
bb4fad78-354c-4ae5-8ef9-b6a0609ea75e,Global Media,Prospect,150 Chestnut Street,Toronto,Ontario,L4B 1Y3,Canada,#N/A,#N/A,#N/A,150 Chestnut Street,Toronto,Ontario,L4B 1Y3,Canada,#N/A,#N/A,#N/A,(905) 555-1212,#N/A,#N/A,Corporate Office,#N/A,14668,"GBM is the worldwide leader in technology news and information on the Web and the producer of the longest-running and farthest-reaching television shows about technology. GBM's network of sites combines breakthrough interactive technology with engaging content and design and is consistently ranked as the Internet's leading content network in terms of both audience size and revenue, serving millions of users each day. The company's television programming is broadcast by the USA Network and the Sci-Fi Channel to more than 70 million households and is syndicated to broadcast television stations in the nation's top 120 markets, including the top 10 markets.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.0,0.0,12-3456789,accounting@globalmedia.com,#N/A,#N/A
69e932ea-a65d-40ed-87e1-72cba9d295f0,Zoomcast,Prospect,1 Express Way,Saint Louis,MO,63121-1824,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.314.996.0900,#N/A,#N/A,Retail,1.01752E11,#N/A,Rhapsodic AG is the leader in Retail in Saint Louis,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
64bf2c98-e4b8-4dae-9145-78a0ef96443e,Blogspan,Prospect,574 Duke Circle,Sioux City,OH,51105,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Financial Services,3308479.0,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5323b5b2-74d4-4cf4-8c68-b8780b8bd8fb,Kanoodle,Customer,4/81 Doncaster Av,Kensington,NSW,1465,Australia,#N/A,#N/A,#N/A,4/81 Doncaster Av,Kensington,NSW,1465,Australia,#N/A,#N/A,#N/A,(02) 7112 6523,#N/A,#N/A,Media,4.2451628E8,#N/A,Sample Company is the leader in Media in Kensington,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ab9481ad-346d-430b-a50d-1b1e11a08824,Jabbertype,Prospect,71 Miller Hill,Indianapolis,IN,46202,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Utilities,1222212.0,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
e285ac7b-8486-480c-83c1-9c250aaf9413,Gabcube,Customer,140 Diagonal Rd,Warradale,SA,5046,Australia,#N/A,#N/A,#N/A,140 Diagonal Rd,Warradale,SA,5046,Australia,#N/A,#N/A,#N/A,(08) 8985 7724,#N/A,#N/A,Apparel,1.27207233E8,#N/A,Charles Townsend Agency is the leader in Apparel in Warradale,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
78a4dc23-82e3-4b4a-a95d-d6da38f1b1bb,Voonix,Customer,1 Procter and Gamble Plz,Cincinnati,OH,45202-3393,United States,#N/A,#N/A,#N/A,P.O. BOX 599,Cincinnati,OH,45201-0599,US,#N/A,#N/A,#N/A,1.513.983.1100,#N/A,#N/A,Consumer Goods,7.6279E10,#N/A,ADM Goods is the leader in Consumer Goods in Cincinnati,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7013d8bb-7852-4e4b-93f7-e356c2afbef3,Landmark Cinemas,Prospect,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Entertainment,#N/A,850,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,46.0,0.0,12-3456789,ap@landmark.com,#N/A,#N/A
2f7324c5-46bd-458e-89d2-df490e600990,Acme,Prospect,10 Main Rd.,Mead,NY,31349,USA,#N/A,#N/A,#N/A,10 Main Rd.,New York,NY,31349,USA,#N/A,#N/A,#N/A,(212) 555-5570,(212) 555-5555,www.acme.co,Corporate Office,1.0E8,680,"These are my notes, my only notes, my friend.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.0,0.0,12-3456789,billing@acme.com,#N/A,#N/A
d3776f70-d26e-4b7f-b0ce-d1f9c0f2c4f7,Agimba,Customer,18 McMahon Dr,Ballan,VIC,3342,Australia,#N/A,#N/A,#N/A,18 McMahon Dr,Ballan,VIC,3342,Australia,#N/A,#N/A,#N/A,(03) 8664 6673,#N/A,#N/A,Apparel,5.29570951E8,#N/A,Minuteman Cafe is the leader in Apparel in Ballan,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1a4e9475-9f8e-4d8e-951e-3292868655af,Eadel,Customer,208 S Akard St,Dallas,TX,75202-4295,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.210.821.4105,#N/A,#N/A,Automotive,1.46801E11,#N/A,"Regal Machine, Inc. is the leader in Automotive in Dallas",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7d7c0e4f-01e5-434a-b51e-f58f8ae97140,Oloo,Customer,100 Ne Adams St,Peoria,IL,61629-0002,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.309.675.1000,#N/A,#N/A,Automotive,4.7011E10,#N/A,Carthage Automotive is the leader in Automotive in Peoria,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
05aa4dfe-1009-4d7d-bd46-001a665a72f3,Oodoo,Customer,1501 Page Mill Rd,Palo Alto,CA,94304-1126,United States,#N/A,#N/A,#N/A,P.O. BOX 10301,Palo Alto,CA,94303-0890,US,#N/A,#N/A,#N/A,1.650.857.1501,#N/A,#N/A,Automotive,1.03355E11,#N/A,Kumatsu Motors is the leader in Automotive in Palo Alto,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
554c4b51-1cb4-4caf-b394-4666d1879706,Omba,Customer,5/19-21 Shields St,Redcliffe,QLD,4020,Australia,#N/A,#N/A,#N/A,5/19-21 Shields St,Redcliffe,QLD,4020,Australia,#N/A,#N/A,#N/A,(07) 7859 6584,#N/A,#N/A,Healthcare,2.38658603E8,#N/A,Matt Stecklein Hospital is the leader in Healthcare in Redcliffe,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
83eebeb0-bf73-40c2-a046-d7d62d7cbdb3,Dazzlesphere,Prospect,1585 Broadway,New York,NY,10036-8200,United States,#N/A,#N/A,#N/A,200 George Street,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.212.761.4000,#N/A,#N/A,Automotive,3.7897E10,#N/A,"Clearcoat, LLC is the leader in Automotive in New York",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
aa0acdc0-2f38-43de-9ad2-d44e3b3bc977,Talane,Customer,75 Avenue de la Grande Armée,Paris,#N/A,#N/A,France,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Shipping,7.40417719E8,#N/A,Universal Export is the leader in Shipping,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4459e8b4-75ed-4d6e-8e58-04161e8d933f,Flashset,Prospect,4 Weeping Birch Crossing,Carson City,NV,89714,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting,9488745.0,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55c804f1-3254-4611-a179-20eacd1fc7d7,Six Flags Entertainment,Prospect,#N/A,#N/A,TX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Entertainment,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,26.0,0.0,12-3456789,ap@sixflags.com,#N/A,#N/A
78b91547-e6c4-425c-96e0-2d9bf12a8d0f,Skaboo,Customer,70173,Baden-Württemberg,Stuttgart,#N/A,Germany,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthcare,2.55815146E8,#N/A,St Francis West Side is the leader in Healthcare in Baden-Württemberg,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
dd6d12a1-0df9-4dba-b746-d5291be78346,Browsecat,Customer,6 Rush St,Woollahra,NSW,2025,Australia,#N/A,#N/A,#N/A,6 Rush St,Woollahra,NSW,2025,Australia,#N/A,#N/A,#N/A,(02) 8325 6428,#N/A,#N/A,Insurance,9.43474187E8,#N/A,Rouster and Sideways is the leader in Insurance in Woollahra,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
